english,lunyoro
Do you mind if I sit here?,notayo kakuba tinyikarra hanu
"When I cook for my family, I think of it as an act of love-and prayer.",obuncumbira ekka yange ngitekerezaaho nkekikorwa ekyengonzi kandi okusaba.
I've been feeling short of breath when I exercise.,ndemererwa omu kwikya obu nkokora ebisasaizi.
We will celebrate the birth of a child with gifts for the mother and father.,nitwija kujaguza okuzaarwa kwomwa omukuha ebisembo hali nyina naise.
She was prescribed a different antidepressant due to side effects.,bakamuhindura omubazi hanyuma yokutalibanizi yokutunga oburwaire bwomutwe obwokuhumunikwa.
"If we don't reduce our carbon emissions, global warming will get worse.",obututakeehye kusasaaniza emiika emibi ebirukuga mu makoorro na handu ensi nijja kusisikara kukira hati
The men are building the new shrine that will honor the spirit of the river.,abasaija nibombeka ibandiro erunyaka erirukwija kutamu ekitinisa omuzimu ogw'ekyambu.
"My church has a homeless shelter, and I try to help there once a week.","ekanisa yange enyina obugoonyo bwabo abataine hokuraara, kandi nyowe nkonyerayo buli sabbiti."
"The waterfall cascades down the cliff, creating a beautiful rainbow.",obwisurumba obutaito bugeta nibweborongasa haibaale nibwooleka erangi z'omuhangazima.
The filmmaker has captured the beauty of the landscape in stunning detail.,omukwaasi w'ebisisani bya harutimbi okwasirege oburungi bwensi yayoleka ebisaaru ensozi n'ebihanga mumuingo ogurukuhuniiriza.
We will welcome the new chief with a ceremony that honors the ancestors who chose him.,itwe nitwiija kutangurra omunyoro omihyaka n'omukoro ogwokutamu ekitinisa abaisenkuru itwe abaire abamukomere.
"If you're new to a faith community , introduce yourself -people will welcome you.","kakuba oba oli muhyaka omukiteba kya baikiriza, oyeranyege, abantu bali kulagirre karungi."
"The wildfire destroyed thousands of homes ,leaving families homeless.","omuurro gw'oruhiira gukasiisa enkurru z'amaju ,gwasiga abantu boona batairia maka."
Our clan has its own special song that we sing only at the most important times.,oruganda rwaitu rugira ekizina kyarwo ekitongole ekituzina ha busumi obukuru.
The volcanic eruption forced thousands of people to evacuate their homes.,"okuhulika kwe'kiirro ekyamaaru kuruga hansi ,kikambiriza enkumi z'abantu kurunga mu maka gaabo."
She had been working in the quality assurance department for years before she became director.,omukazi abaire nakora omukitongole ekirinda oburungi kumara emyaka atakafokere omwoleki.
The exchange rate is fluctuating constantly.,empingisa y'ensimbi nikara nehinduka tetekaine.
"Whether you like it or not, we're leaving now.",okugonza nobutagoza ntugenda hatiburu
The doctor recommended physical therapy.,omufumu akaragirra bamutwale omubafumu b'ebinywa.
Traditional justice was administered by clan elders.,enganaani omubantu zacwibwamuga bakuru b'enganda.
"If faith means never questing , then l'm not sure l have faith.",okwikiriza obukuraba kutarumu kukaguza buli timanyire nyina kwukiriza.
"If I could live anywhere in the world, I'd choose a small cottage by the sea.",bbaasi yokumalisa ekatusingana nahabweki tukaba twina kusaba abanyambabazi kututwa ho kugaruka omu kibuga
"The ocean currents distribute heat around the planet, regulating global climate.","amaizi agarukwimuka gakoongera gakeebolongosa nka kuli! hanyanja gateeta ekyooya rundi obutagasi omunsi, nigainganainganiza ebyobwire omunsi yoona."
"By the end of this project, we will have trained ten thousand farmers in sustainable practices.",hanyuma kwentegeka enu turaaba tumazire kweegesa abalimi eitwaaro ikumi ha byobulimi ebirukwikaraho.
Did you mind if I sit here?,nofwayo kakuba nyikara hanu?
Will do you mind if I sit here?,noija okufayo kakuba nyikara hanu?
Has done you mind if I sit here?,orafayo kakuba nyikara hanu?
"When I cooked for my family, I think of it as an act of love-and prayer.","obu nacumbire eka yange, nkitekerezaho nkekikorwa ky'engozi- kandi n'okusaba"
"When I will cook for my family, I think of it as an act of love-and prayer.","obu ndicumbira eka yange, nkitekerezaho nkekikorwa ky'engozi- kandi n'okusaba"
"When I have cooked for my family, I think of it as an act of love-and prayer.","obu nacumbire eka yange, nkakitekerezaho nkekikorwa ky'engozi - n'okusaba"
I felt short of breath when I exercise.,nkahura nalemesibwa okwicwa obu nyegezamu
I will feel short of breath when I exercise.,ninyija okuhura nalemesibwa okwicya obunyegezamu
I have felt short of breath when I exercise.,ndemesibwe okwicya obu nayegezesezemu
We celebrate the birth of a child with gifts for the mother and father.,yukahaguza amazarwa g'omwana waitu n'ebisembo bya nyina na'ise
We celebrated the birth of a child with gifts for the mother and father.,tujagwize amazarwa g'omwana waitu n'ebisembo bya nyina na'ise
We have celebrated the birth of a child with gifts for the mother and father.,tujagwize amazarwa g'omwana waitu n'ebisembo bya nyina na'ise
"If we do not reduce our carbon emissions, global warming will get worse.","kakuba tutakehya okucumurra ekika, ekyanda nikija okweyongera"
"If we did not reduce our carbon emissions, global warming will get worse.","kakuba twalititukeheze okucumurra ekika, ekyanda nikija okweyongera"
"If we have not reduced our carbon emissions, global warming will get worse.","kakuba tutabaire tukeheze okucumurra ekika, ekyanda nikija okweyongera"
The men build the new shrine that will honor the spirit of the river.,abasaija bombeka iramizo erihyaka erikwija okuha ekitinisa emyoyo y'ekisaru
The men built the new shrine that will honor the spirit of the river.,abasaija bakombeka iramizo erihyaka erikwija okuha ekitinisa emyoyo y'ekisaru
The men have built the new shrine that will honor the spirit of the river.,abasaija bombekere iramizo erihyaka erikwija okuha ekitinisa emyoyo y'ekisaru
"My church had a homeless shelter, and I try to help there once a week.","ekanisa yange ekaba ine enju etalimu bantu, kandi ngezaho okuyambayo omurundi gumu omuwiiki"
"My church will have a homeless shelter, and I try to help there once a week.","ekanisa nija okugira enju etalimu bantu, kandi ndengaho okuyambayo omurundi gumu omuwiiki"
"My church has had a homeless shelter, and I try to help there once a week.","ekanisa ekaba ine inju etalimu bantu, kandi ndengaho okuyambayo omurundi gumu omuwiiki"
"The waterfall cascaded down the cliff, creating a beautiful rainbow.","ekisurumba kikaseseka hakibaale, kyakora omuhangaizima omurungi"
"The waterfall will cascade down the cliff, creating a beautiful rainbow.","ekisurumba nikija okudedeka hakibaale, kyakora omuhangazima omurungi"
"The waterfall has cascaded down the cliff, creating a beautiful rainbow.","ekisurumba kisesekere hakibale, kyakora omuhangazima omurungi"
The filmmaker captures the beauty of the landscape in stunning detail.,omukozi wa filimu akwasire obutambi bwebihangwa ebirungi omubwijwire
The filmmaker captured the beauty of the landscape in stunning detail.,omukozi wa filimu akakwata obutambi bwebihangwa ebirungi omubwijwire
The filmmaker will capture the beauty of the landscape in stunning detail.,omukozi wa filimu naija okukwata obutambi bwebihangwa ebirungi omubwijwire
We welcome the new chief with a ceremony that honors the ancestors who chose him.,tutangira omwami omuhyaka n'ekijaguzo ekiha ekitinisa hali abaisenkuru abamukomeremu
We welcomed the new chief with a ceremony that honors the ancestors who chose him.,tukatangira omwami omuhyaka n'ekijaguzo ky'ekitinisa hali abaisenkuru abamukomeremu
We have welcomed the new chief with a ceremony that honors the ancestors who chose him.,tutangirirege omwami omuhyaka n'ekijaguzo ky'ekitinisa hali abaisenkuru abamukomeremu
